0 0 -20
0 150 -20
2 150 -18
2 0 -18
4 0 -16
4 150 -16
6 150 -14
6 0 -14
8 0 -12
8 150 -12
10 150 -10
10 0 -10
12 0 -8
12 150 -8
14 150 -6
14 0 -6
16 0 -4
16 150 -4
18 150 -2
18 0 -2
# now the little ridge
6.6 10 -14
6.6 10 -18
6.6 140 -18
